Opportunity,Snapshot Date,From Stage,To Stage,Days In Stage,Stage Velocity,Slipped
250361,2022-08-06,3. Develop Proposal,3. Develop Proposal,63,0.0,1
250361,2022-09-03,3. Develop Proposal,3. Develop Proposal,91,0.0,1
250361,2022-10-08,3. Develop Proposal,3. Develop Proposal,126,0.0,1
250361,2022-11-05,3. Develop Proposal,3. Develop Proposal,154,0.0,1
250361,2022-12-03,3. Develop Proposal,3. Develop Proposal,182,0.0,1
250361,2023-01-07,3. Develop Proposal,3. Develop Proposal,217,0.0,1
250361,2023-02-04,3. Develop Proposal,3. Develop Proposal,245,0.0,1
250361,2023-03-04,3. Develop Proposal,3. Develop Proposal,273,0.0,1
250361,2023-04-08,3. Develop Proposal,3. Develop Proposal,308,0.0,1
250361,2023-05-06,3. Develop Proposal,3. Develop Proposal,336,0.0,1
250361,2023-06-03,3. Develop Proposal,3. Develop Proposal,364,0.0,1
250361,2023-07-08,3. Develop Proposal,3. Develop Proposal,399,0.0,1
250361,2023-08-05,3. Develop Proposal,3. Develop Proposal,427,0.0,1
250361,2023-09-02,3. Develop Proposal,3. Develop Proposal,455,0.0,1
250361,2023-10-07,3. Develop Proposal,3. Develop Proposal,490,0.0,1
250361,2023-11-04,3. Develop Proposal,3. Develop Proposal,518,0.0,1
250361,2023-12-02,3. Develop Proposal,3. Develop Proposal,546,0.0,1
250361,2024-01-06,3. Develop Proposal,3. Develop Proposal,581,0.0,1
250361,2024-02-03,3. Develop Proposal,3. Develop Proposal,609,0.0,1
250361,2024-03-02,3. Develop Proposal,3. Develop Proposal,637,0.0,1
250361,2024-04-05,3. Develop Proposal,3. Develop Proposal,671,0.0,1
250361,2024-05-03,3. Develop Proposal,3. Develop Proposal,699,0.0,1
250361,2024-05-31,3. Develop Proposal,3. Develop Proposal,727,0.0,1
250361,2024-07-05,3. Develop Proposal,3. Develop Proposal,762,0.0,1
250361,2024-08-02,3. Develop Proposal,1. Identify Opp,790,0.0,1
250361,2024-08-30,1. Identify Opp,1. Identify Opp,0,0.0,1
250361,2024-10-04,1. Identify Opp,1. Identify Opp,35,0.0,1
250361,2024-11-01,1. Identify Opp,1. Identify Opp,63,0.0,1
250361,2024-11-29,1. Identify Opp,1. Identify Opp,91,0.0,1
250361,2025-01-03,1. Identify Opp,1. Identify Opp,126,0.0,1
250361,2025-01-31,1. Identify Opp,1. Identify Opp,154,0.0,1
250361,2025-02-28,1. Identify Opp,1. Identify Opp,182,0.0,1
250361,2025-04-07,1. Identify Opp,1. Identify Opp,220,1.0,1
250361,2025-05-02,1. Identify Opp,1. Identify Opp,245,0.0,1
250361,2025-05-30,1. Identify Opp,1. Identify Opp,273,0.0,1
250361,2025-07-04,1. Identify Opp,1. Identify Opp,308,0.0,1
250361,2025-08-01,1. Identify Opp,1. Identify Opp,336,0.0,1
250361,2025-08-29,1. Identify Opp,1. Identify Opp,364,0.0,1
250361,2025-10-03,1. Identify Opp,1. Identify Opp,399,0.0,1
250361,2025-10-31,1. Identify Opp,1. Identify Opp,427,0.0,0
250361,2025-11-28,1. Identify Opp,1. Identify Opp,455,0.0,0
250361,2026-01-05,1. Identify Opp,7. Abandoned,493,1.0,0
252728,2022-06-04,1. Identify Opp,1. Identify Opp,0,0.0,0
252728,2022-07-09,1. Identify Opp,1. Identify Opp,35,0.0,0
252728,2022-08-06,1. Identify Opp,1. Identify Opp,63,0.0,0
252728,2022-09-03,1. Identify Opp,1. Identify Opp,91,0.0,0
252728,2022-10-08,1. Identify Opp,1. Identify Opp,126,0.0,0
252728,2022-11-05,1. Identify Opp,1. Identify Opp,154,0.0,0
252728,2022-12-03,1. Identify Opp,1. Identify Opp,182,0.0,0
252728,2023-01-07,1. Identify Opp,1. Identify Opp,217,0.0,0
252728,2023-02-04,1. Identify Opp,1. Identify Opp,245,0.0,0
252728,2023-03-04,1. Identify Opp,7. Abandoned,273,0.0,0
253631,2022-06-04,2. Qualify Opp,2. Qualify Opp,0,0.0,0
253631,2022-07-09,2. Qualify Opp,2. Qualify Opp,35,0.0,0
253631,2022-08-06,2. Qualify Opp,2. Qualify Opp,63,0.0,0
253631,2022-09-03,2. Qualify Opp,2. Qualify Opp,91,0.0,0
253631,2022-10-08,2. Qualify Opp,2. Qualify Opp,126,0.0,0
253631,2022-11-05,2. Qualify Opp,2. Qualify Opp,154,0.0,0
253631,2022-12-03,2. Qualify Opp,2. Qualify Opp,182,0.0,0
253631,2023-01-07,2. Qualify Opp,2. Qualify Opp,217,0.0,0
253631,2023-02-04,2. Qualify Opp,2. Qualify Opp,245,0.0,0
253631,2023-03-04,2. Qualify Opp,2. Qualify Opp,273,0.0,0
253631,2023-04-08,2. Qualify Opp,2. Qualify Opp,308,0.0,0
253631,2023-05-06,2. Qualify Opp,2. Qualify Opp,336,0.0,0
253631,2023-06-03,2. Qualify Opp,2. Qualify Opp,364,0.0,0
253631,2023-07-08,2. Qualify Opp,2. Qualify Opp,399,0.0,0
253631,2023-08-05,2. Qualify Opp,2. Qualify Opp,427,0.0,0
253631,2023-09-02,2. Qualify Opp,2. Qualify Opp,455,0.0,0
253631,2023-10-07,2. Qualify Opp,2. Qualify Opp,490,0.0,0
253631,2023-11-04,2. Qualify Opp,2. Qualify Opp,518,0.0,0
253631,2023-12-02,2. Qualify Opp,2. Qualify Opp,546,0.0,0
253631,2024-01-06,2. Qualify Opp,2. Qualify Opp,581,0.0,0
253631,2024-02-03,2. Qualify Opp,2. Qualify Opp,609,0.0,0
253631,2024-03-02,2. Qualify Opp,2. Qualify Opp,637,0.0,0
253631,2024-04-05,2. Qualify Opp,2. Qualify Opp,671,0.0,0
253631,2024-05-03,2. Qualify Opp,2. Qualify Opp,699,0.0,0
253631,2024-05-31,2. Qualify Opp,2. Qualify Opp,727,0.0,0
253631,2024-07-05,2. Qualify Opp,2. Qualify Opp,762,0.0,0
253631,2024-08-02,2. Qualify Opp,2. Qualify Opp,790,0.0,0
253631,2024-08-30,2. Qualify Opp,2. Qualify Opp,818,0.0,0
253631,2024-10-04,2. Qualify Opp,2. Qualify Opp,853,0.0,0
253631,2024-11-01,2. Qualify Opp,2. Qualify Opp,881,0.0,0
253631,2024-11-29,2. Qualify Opp,2. Qualify Opp,909,0.0,0
253631,2025-01-03,2. Qualify Opp,2. Qualify Opp,944,0.0,0
253631,2025-01-31,2. Qualify Opp,2. Qualify Opp,972,0.0,0
253631,2025-02-28,2. Qualify Opp,2. Qualify Opp,1000,0.0,0
253631,2025-04-07,2. Qualify Opp,2. Qualify Opp,1038,2.0,0
253631,2025-05-02,2. Qualify Opp,2. Qualify Opp,1063,0.0,0
253631,2025-05-30,2. Qualify Opp,3. Develop Proposal,1091,0.0,0
253631,2025-07-04,3. Develop Proposal,3. Develop Proposal,0,0.0,0
253631,2025-08-01,3. Develop Proposal,3. Develop Proposal,28,0.0,0
253631,2025-08-29,3. Develop Proposal,3. Develop Proposal,56,0.0,0
253631,2025-10-03,3. Develop Proposal,3. Develop Proposal,91,0.0,0
253631,2025-10-31,3. Develop Proposal,3. Develop Proposal,119,0.0,0
253631,2025-11-28,3. Develop Proposal,3. Develop Proposal,147,0.0,0
253631,2026-01-05,3. Develop Proposal,3. Develop Proposal,185,1.0,0
253631,2026-01-30,3. Develop Proposal,3. Develop Proposal,210,0.0,0
253631,2026-02-27,3. Develop Proposal,3. Develop Proposal,238,0.0,0
253631,2026-04-10,3. Develop Proposal,3. Develop Proposal,280,0.0,0
259542,2022-06-04,1. Identify Opp,1. Identify Opp,0,0.0,0
259542,2022-07-09,1. Identify Opp,1. Identify Opp,35,0.0,0
259542,2022-08-06,1. Identify Opp,1. Identify Opp,63,0.0,0
259542,2022-09-03,1. Identify Opp,1. Identify Opp,91,0.0,0
259542,2022-10-08,1. Identify Opp,1. Identify Opp,126,0.0,0
259542,2022-11-05,1. Identify Opp,1. Identify Opp,154,0.0,0
259542,2022-12-03,1. Identify Opp,1. Identify Opp,182,0.0,0
259542,2023-01-07,1. Identify Opp,1. Identify Opp,217,0.0,0
259542,2023-02-04,1. Identify Opp,1. Identify Opp,245,0.0,0
259542,2023-03-04,1. Identify Opp,1. Identify Opp,273,0.0,0
259542,2023-04-08,1. Identify Opp,1. Identify Opp,308,0.0,0
259542,2023-05-06,1. Identify Opp,1. Identify Opp,336,0.0,0
259542,2023-06-03,1. Identify Opp,1. Identify Opp,364,0.0,0
259542,2023-07-08,1. Identify Opp,1. Identify Opp,399,0.0,0
259542,2023-08-05,1. Identify Opp,1. Identify Opp,427,0.0,0
259542,2023-09-02,1. Identify Opp,7. Abandoned,455,0.0,0
273506,2022-06-04,3. Develop Proposal,4. Issue Proposal,0,0.0,0
273506,2022-07-09,4. Issue Proposal,5. Won,0,0.0,0
273654,2022-06-04,1. Identify Opp,1. Identify Opp,0,0.0,0
273654,2022-07-09,1. Identify Opp,1. Identify Opp,35,0.0,0
273654,2022-08-06,1. Identify Opp,1. Identify Opp,63,0.0,0
273654,2022-09-03,1. Identify Opp,1. Identify Opp,91,0.0,0
273654,2022-10-08,1. Identify Opp,1. Identify Opp,126,0.0,0
273654,2022-11-05,1. Identify Opp,1. Identify Opp,154,0.0,0
273654,2022-12-03,1. Identify Opp,1. Identify Opp,182,0.0,0
273654,2023-01-07,1. Identify Opp,1. Identify Opp,217,0.0,0
273654,2023-02-04,1. Identify Opp,1. Identify Opp,245,0.0,0
273654,2023-03-04,1. Identify Opp,1. Identify Opp,273,0.0,0
273654,2023-04-08,1. Identify Opp,1. Identify Opp,308,0.0,0
273654,2023-05-06,1. Identify Opp,1. Identify Opp,336,0.0,0
273654,2023-06-03,1. Identify Opp,1. Identify Opp,364,0.0,0
273654,2023-07-08,1. Identify Opp,1. Identify Opp,399,0.0,0
273654,2023-08-05,1. Identify Opp,1. Identify Opp,427,0.0,0
273654,2023-09-02,1. Identify Opp,1. Identify Opp,455,0.0,0
273654,2023-10-07,1. Identify Opp,1. Identify Opp,490,0.0,0
273654,2023-11-04,1. Identify Opp,1. Identify Opp,518,0.0,0
273654,2023-12-02,1. Identify Opp,1. Identify Opp,546,0.0,0
273654,2024-01-06,1. Identify Opp,1. Identify Opp,581,0.0,0
273654,2024-02-03,1. Identify Opp,1. Identify Opp,609,0.0,0
273654,2024-03-02,1. Identify Opp,1. Identify Opp,637,0.0,0
273654,2024-04-05,1. Identify Opp,1. Identify Opp,671,0.0,0
273654,2024-05-03,1. Identify Opp,1. Identify Opp,699,0.0,0
273654,2024-05-31,1. Identify Opp,1. Identify Opp,727,0.0,0
273654,2024-07-05,1. Identify Opp,1. Identify Opp,762,0.0,0
273654,2024-08-02,1. Identify Opp,1. Identify Opp,790,0.0,0
273654,2024-08-30,1. Identify Opp,1. Identify Opp,818,0.0,0
273654,2024-10-04,1. Identify Opp,1. Identify Opp,853,0.0,0
273654,2024-11-01,1. Identify Opp,1. Identify Opp,881,0.0,0
273654,2024-11-29,1. Identify Opp,1. Identify Opp,909,0.0,0
273654,2025-01-03,1. Identify Opp,1. Identify Opp,944,0.0,0
273654,2025-01-31,1. Identify Opp,1. Identify Opp,972,0.0,0
273654,2025-02-28,1. Identify Opp,1. Identify Opp,1000,0.0,0
273654,2025-04-07,1. Identify Opp,1. Identify Opp,1038,2.0,0
273654,2025-05-02,1. Identify Opp,1. Identify Opp,1063,0.0,0
273654,2025-05-30,1. Identify Opp,1. Identify Opp,1091,0.0,0
273654,2025-07-04,1. Identify Opp,1. Identify Opp,1126,0.0,0
273654,2025-08-01,1. Identify Opp,1. Identify Opp,1154,0.0,0
273654,2025-08-29,1. Identify Opp,1. Identify Opp,1182,0.0,0
273654,2025-10-03,1. Identify Opp,1. Identify Opp,1217,0.0,0
273654,2025-10-31,1. Identify Opp,1. Identify Opp,1245,0.0,0
273654,2025-11-28,1. Identify Opp,1. Identify Opp,1273,0.0,0
273654,2026-01-05,1. Identify Opp,1. Identify Opp,1311,2.0,0
273654,2026-01-30,1. Identify Opp,1. Identify Opp,1336,0.0,0
273654,2026-02-27,1. Identify Opp,1. Identify Opp,1364,0.0,0
273654,2026-04-10,1. Identify Opp,1. Identify Opp,1406,0.0,0
277526,2022-06-04,2. Qualify Opp,2. Qualify Opp,0,0.0,0
277526,2022-07-09,2. Qualify Opp,2. Qualify Opp,35,0.0,0
277526,2022-08-06,2. Qualify Opp,2. Qualify Opp,63,0.0,0
277526,2022-09-03,2. Qualify Opp,2. Qualify Opp,91,0.0,0
277526,2022-10-08,2. Qualify Opp,2. Qualify Opp,126,0.0,0
277526,2022-11-05,2. Qualify Opp,2. Qualify Opp,154,0.0,0
277526,2022-12-03,2. Qualify Opp,2. Qualify Opp,182,0.0,0
277526,2023-01-07,2. Qualify Opp,2. Qualify Opp,217,0.0,0
277526,2023-02-04,2. Qualify Opp,2. Qualify Opp,245,0.0,0
277526,2023-03-04,2. Qualify Opp,2. Qualify Opp,273,0.0,0
277526,2023-04-08,2. Qualify Opp,2. Qualify Opp,308,0.0,0
277526,2023-05-06,2. Qualify Opp,2. Qualify Opp,336,0.0,0
277526,2023-06-03,2. Qualify Opp,2. Qualify Opp,364,0.0,0
277526,2023-07-08,2. Qualify Opp,2. Qualify Opp,399,0.0,0
277526,2023-08-05,2. Qualify Opp,2. Qualify Opp,427,0.0,0
277526,2023-09-02,2. Qualify Opp,2. Qualify Opp,455,0.0,0
277526,2023-10-07,2. Qualify Opp,2. Qualify Opp,490,0.0,0
277526,2023-11-04,2. Qualify Opp,2. Qualify Opp,518,0.0,0
277526,2023-12-02,2. Qualify Opp,2. Qualify Opp,546,0.0,0
277526,2024-01-06,2. Qualify Opp,2. Qualify Opp,581,0.0,0
277526,2024-02-03,2. Qualify Opp,2. Qualify Opp,609,0.0,0
277526,2024-03-02,2. Qualify Opp,2. Qualify Opp,637,0.0,0
277526,2024-04-05,2. Qualify Opp,2. Qualify Opp,671,0.0,0
277526,2024-05-03,2. Qualify Opp,2. Qualify Opp,699,0.0,0
277526,2024-05-31,2. Qualify Opp,2. Qualify Opp,727,0.0,0
277526,2024-07-05,2. Qualify Opp,2. Qualify Opp,762,0.0,0
277526,2024-08-02,2. Qualify Opp,2. Qualify Opp,790,0.0,0
277526,2024-08-30,2. Qualify Opp,2. Qualify Opp,818,0.0,0
277526,2024-10-04,2. Qualify Opp,2. Qualify Opp,853,0.0,0
277526,2024-11-01,2. Qualify Opp,2. Qualify Opp,881,0.0,0
277526,2024-11-29,2. Qualify Opp,2. Qualify Opp,909,0.0,0
277526,2025-01-03,2. Qualify Opp,2. Qualify Opp,944,0.0,0
277526,2025-01-31,2. Qualify Opp,2. Qualify Opp,972,0.0,0
277526,2025-02-28,2. Qualify Opp,2. Qualify Opp,1000,0.0,0
277526,2025-04-07,2. Qualify Opp,2. Qualify Opp,1038,2.0,0
277526,2025-05-02,2. Qualify Opp,2. Qualify Opp,1063,0.0,0
277526,2025-05-30,2. Qualify Opp,2. Qualify Opp,1091,0.0,0
277526,2025-07-04,2. Qualify Opp,2. Qualify Opp,1126,0.0,0
277526,2025-08-01,2. Qualify Opp,2. Qualify Opp,1154,0.0,0
277526,2025-08-29,2. Qualify Opp,2. Qualify Opp,1182,0.0,0
277526,2025-10-03,2. Qualify Opp,2. Qualify Opp,1217,0.0,0
277526,2025-10-31,2. Qualify Opp,2. Qualify Opp,1245,0.0,0
277526,2025-11-28,2. Qualify Opp,2. Qualify Opp,1273,0.0,0
277526,2026-01-05,2. Qualify Opp,2. Qualify Opp,1311,2.0,0
277526,2026-01-30,2. Qualify Opp,2. Qualify Opp,1336,0.0,0
277526,2026-02-27,2. Qualify Opp,2. Qualify Opp,1364,0.0,0
277526,2026-04-10,2. Qualify Opp,2. Qualify Opp,1406,0.0,0
277527,2022-06-04,2. Qualify Opp,2. Qualify Opp,0,0.0,0
277527,2022-07-09,2. Qualify Opp,2. Qualify Opp,35,0.0,0
277527,2022-08-06,2. Qualify Opp,2. Qualify Opp,63,0.0,0
277527,2022-09-03,2. Qualify Opp,2. Qualify Opp,91,0.0,0
277527,2022-10-08,2. Qualify Opp,2. Qualify Opp,126,0.0,0
277527,2022-11-05,2. Qualify Opp,2. Qualify Opp,154,0.0,0
277527,2022-12-03,2. Qualify Opp,2. Qualify Opp,182,0.0,0
277527,2023-01-07,2. Qualify Opp,2. Qualify Opp,217,0.0,0
277527,2023-02-04,2. Qualify Opp,2. Qualify Opp,245,0.0,0
277527,2023-03-04,2. Qualify Opp,2. Qualify Opp,273,0.0,0
277527,2023-04-08,2. Qualify Opp,2. Qualify Opp,308,0.0,0
277527,2023-05-06,2. Qualify Opp,2. Qualify Opp,336,0.0,0
277527,2023-06-03,2. Qualify Opp,2. Qualify Opp,364,0.0,0
277527,2023-07-08,2. Qualify Opp,2. Qualify Opp,399,0.0,0
277527,2023-08-05,2. Qualify Opp,2. Qualify Opp,427,0.0,0
277527,2023-09-02,2. Qualify Opp,2. Qualify Opp,455,0.0,0
277527,2023-10-07,2. Qualify Opp,2. Qualify Opp,490,0.0,0
277527,2023-11-04,2. Qualify Opp,2. Qualify Opp,518,0.0,0
277527,2023-12-02,2. Qualify Opp,2. Qualify Opp,546,0.0,0
277527,2024-01-06,2. Qualify Opp,2. Qualify Opp,581,0.0,0
277527,2024-02-03,2. Qualify Opp,2. Qualify Opp,609,0.0,0
277527,2024-03-02,2. Qualify Opp,2. Qualify Opp,637,0.0,0
277527,2024-04-05,2. Qualify Opp,2. Qualify Opp,671,0.0,0
277527,2024-05-03,2. Qualify Opp,2. Qualify Opp,699,0.0,0
277527,2024-05-31,2. Qualify Opp,2. Qualify Opp,727,0.0,0
277527,2024-07-05,2. Qualify Opp,2. Qualify Opp,762,0.0,0
277527,2024-08-02,2. Qualify Opp,2. Qualify Opp,790,0.0,0
277527,2024-08-30,2. Qualify Opp,2. Qualify Opp,818,0.0,0
277527,2024-10-04,2. Qualify Opp,2. Qualify Opp,853,0.0,0
277527,2024-11-01,2. Qualify Opp,2. Qualify Opp,881,0.0,0
277527,2024-11-29,2. Qualify Opp,2. Qualify Opp,909,0.0,0
277527,2025-01-03,2. Qualify Opp,2. Qualify Opp,944,0.0,0
277527,2025-01-31,2. Qualify Opp,2. Qualify Opp,972,0.0,0
277527,2025-02-28,2. Qualify Opp,2. Qualify Opp,1000,0.0,0
277527,2025-04-07,2. Qualify Opp,2. Qualify Opp,1038,2.0,0
277527,2025-05-02,2. Qualify Opp,2. Qualify Opp,1063,0.0,0
277527,2025-05-30,2. Qualify Opp,2. Qualify Opp,1091,0.0,0
277527,2025-07-04,2. Qualify Opp,2. Qualify Opp,1126,0.0,0
277527,2025-08-01,2. Qualify Opp,2. Qualify Opp,1154,0.0,0
277527,2025-08-29,2. Qualify Opp,2. Qualify Opp,1182,0.0,0
277527,2025-10-03,2. Qualify Opp,2. Qualify Opp,1217,0.0,0
277527,2025-10-31,2. Qualify Opp,2. Qualify Opp,1245,0.0,0
277527,2025-11-28,2. Qualify Opp,2. Qualify Opp,1273,0.0,0
277527,2026-01-05,2. Qualify Opp,2. Qualify Opp,1311,2.0,0
277527,2026-01-30,2. Qualify Opp,2. Qualify Opp,1336,0.0,0
277527,2026-02-27,2. Qualify Opp,2. Qualify Opp,1364,0.0,0
277527,2026-04-10,2. Qualify Opp,2. Qualify Opp,1406,0.0,0
290902,2022-06-04,4. Issue Proposal,4. Issue Proposal,0,0.0,1
290902,2022-07-09,4. Issue Proposal,4. Issue Proposal,35,0.0,1
290902,2022-08-06,4. Issue Proposal,4. Issue Proposal,63,0.0,1
290902,2022-09-03,4. Issue Proposal,4. Issue Proposal,91,0.0,1
290902,2022-10-08,4. Issue Proposal,4. Issue Proposal,126,0.0,0
290902,2022-11-05,4. Issue Proposal,5. Won,154,0.0,0
291085,2022-06-04,1. Identify Opp,1. Identify Opp,0,0.0,0
291085,2022-07-09,1. Identify Opp,1. Identify Opp,35,0.0,0
291085,2022-08-06,1. Identify Opp,1. Identify Opp,63,0.0,0
291085,2022-09-03,1. Identify Opp,1. Identify Opp,91,0.0,0
291085,2022-10-08,1. Identify Opp,1. Identify Opp,126,0.0,0
291085,2022-11-05,1. Identify Opp,1. Identify Opp,154,0.0,0
291085,2022-12-03,1. Identify Opp,1. Identify Opp,182,0.0,0
291085,2023-01-07,1. Identify Opp,1. Identify Opp,217,0.0,0
291085,2023-02-04,1. Identify Opp,1. Identify Opp,245,0.0,0
291085,2023-03-04,1. Identify Opp,1. Identify Opp,273,0.0,0
291085,2023-04-08,1. Identify Opp,1. Identify Opp,308,0.0,0
291085,2023-05-06,1. Identify Opp,1. Identify Opp,336,0.0,0
291085,2023-06-03,1. Identify Opp,1. Identify Opp,364,0.0,0
291085,2023-07-08,1. Identify Opp,1. Identify Opp,399,0.0,0
291085,2023-08-05,1. Identify Opp,1. Identify Opp,427,0.0,0
291085,2023-09-02,1. Identify Opp,1. Identify Opp,455,0.0,0
291085,2023-10-07,1. Identify Opp,1. Identify Opp,490,0.0,0
291085,2023-11-04,1. Identify Opp,1. Identify Opp,518,0.0,0
291085,2023-12-02,1. Identify Opp,1. Identify Opp,546,0.0,0
291085,2024-01-06,1. Identify Opp,1. Identify Opp,581,0.0,0
291085,2024-02-03,1. Identify Opp,1. Identify Opp,609,0.0,0
291085,2024-03-02,1. Identify Opp,1. Identify Opp,637,0.0,0
291085,2024-04-05,1. Identify Opp,1. Identify Opp,671,0.0,0
291085,2024-05-03,1. Identify Opp,1. Identify Opp,699,0.0,0
291085,2024-05-31,1. Identify Opp,1. Identify Opp,727,0.0,0
291085,2024-07-05,1. Identify Opp,1. Identify Opp,762,0.0,0
291085,2024-08-02,1. Identify Opp,1. Identify Opp,790,0.0,0
291085,2024-08-30,1. Identify Opp,1. Identify Opp,818,0.0,0
291085,2024-10-04,1. Identify Opp,1. Identify Opp,853,0.0,0
291085,2024-11-01,1. Identify Opp,1. Identify Opp,881,0.0,0
291085,2024-11-29,1. Identify Opp,1. Identify Opp,909,0.0,0
291085,2025-01-03,1. Identify Opp,1. Identify Opp,944,0.0,0
291085,2025-01-31,1. Identify Opp,1. Identify Opp,972,0.0,0
291085,2025-02-28,1. Identify Opp,1. Identify Opp,1000,0.0,0
291085,2025-04-07,1. Identify Opp,1. Identify Opp,1038,2.0,0
291085,2025-05-02,1. Identify Opp,1. Identify Opp,1063,0.0,0
291085,2025-05-30,1. Identify Opp,1. Identify Opp,1091,0.0,0
291085,2025-07-04,1. Identify Opp,1. Identify Opp,1126,0.0,0
291085,2025-08-01,1. Identify Opp,1. Identify Opp,1154,0.0,0
291085,2025-08-29,1. Identify Opp,1. Identify Opp,1182,0.0,0
291085,2025-10-03,1. Identify Opp,1. Identify Opp,1217,0.0,0
291085,2025-10-31,1. Identify Opp,1. Identify Opp,1245,0.0,0
291085,2025-11-28,1. Identify Opp,1. Identify Opp,1273,0.0,0
291085,2026-01-05,1. Identify Opp,1. Identify Opp,1311,2.0,0
291085,2026-01-30,1. Identify Opp,1. Identify Opp,1336,0.0,0
291085,2026-02-27,1. Identify Opp,1. Identify Opp,1364,0.0,0
291085,2026-04-10,1. Identify Opp,1. Identify Opp,1406,0.0,0
314802,2022-06-04,2. Qualify Opp,2. Qualify Opp,0,0.0,0
314802,2022-07-09,2. Qualify Opp,2. Qualify Opp,35,0.0,0
314802,2022-08-06,2. Qualify Opp,2. Qualify Opp,63,0.0,0
314802,2022-09-03,2. Qualify Opp,2. Qualify Opp,91,0.0,0
314802,2022-10-08,2. Qualify Opp,2. Qualify Opp,126,0.0,0
314802,2022-11-05,2. Qualify Opp,2. Qualify Opp,154,0.0,0
314802,2022-12-03,2. Qualify Opp,2. Qualify Opp,182,0.0,0
314802,2023-01-07,2. Qualify Opp,2. Qualify Opp,217,0.0,0
314802,2023-02-04,2. Qualify Opp,2. Qualify Opp,245,0.0,0
314802,2023-03-04,2. Qualify Opp,2. Qualify Opp,273,0.0,0
314802,2023-04-08,2. Qualify Opp,2. Qualify Opp,308,0.0,0
314802,2023-05-06,2. Qualify Opp,2. Qualify Opp,336,0.0,0
314802,2023-06-03,2. Qualify Opp,2. Qualify Opp,364,0.0,0
314802,2023-07-08,2. Qualify Opp,2. Qualify Opp,399,0.0,0
314802,2023-08-05,2. Qualify Opp,2. Qualify Opp,427,0.0,0
314802,2023-09-02,2. Qualify Opp,2. Qualify Opp,455,0.0,0
314802,2023-10-07,2. Qualify Opp,2. Qualify Opp,490,0.0,0
314802,2023-11-04,2. Qualify Opp,2. Qualify Opp,518,0.0,0
314802,2023-12-02,2. Qualify Opp,2. Qualify Opp,546,0.0,0
314802,2024-01-06,2. Qualify Opp,2. Qualify Opp,581,0.0,0
314802,2024-02-03,2. Qualify Opp,1. Identify Opp,609,0.0,0
314802,2024-03-02,1. Identify Opp,1. Identify Opp,0,0.0,0
314802,2024-04-05,1. Identify Opp,1. Identify Opp,34,0.0,0
314802,2024-05-03,1. Identify Opp,1. Identify Opp,62,0.0,0
314802,2024-05-31,1. Identify Opp,1. Identify Opp,90,0.0,0
314802,2024-07-05,1. Identify Opp,1. Identify Opp,125,0.0,0
314802,2024-08-02,1. Identify Opp,1. Identify Opp,153,0.0,0
314802,2024-08-30,1. Identify Opp,1. Identify Opp,181,0.0,0
314802,2024-10-04,1. Identify Opp,1. Identify Opp,216,0.0,0
314802,2024-11-01,1. Identify Opp,1. Identify Opp,244,0.0,0
314802,2024-11-29,1. Identify Opp,1. Identify Opp,272,0.0,0
314802,2025-01-03,1. Identify Opp,1. Identify Opp,307,0.0,0
314802,2025-01-31,1. Identify Opp,1. Identify Opp,335,0.0,0
314802,2025-02-28,1. Identify Opp,1. Identify Opp,363,0.0,0
314802,2025-04-07,1. Identify Opp,1. Identify Opp,401,1.0,0
314802,2025-05-02,1. Identify Opp,1. Identify Opp,426,0.0,0
314802,2025-05-30,1. Identify Opp,1. Identify Opp,454,0.0,0
314802,2025-07-04,1. Identify Opp,1. Identify Opp,489,0.0,0
314802,2025-08-01,1. Identify Opp,1. Identify Opp,517,0.0,0
314802,2025-08-29,1. Identify Opp,1. Identify Opp,545,0.0,0
314802,2025-10-03,1. Identify Opp,1. Identify Opp,580,0.0,0
314802,2025-10-31,1. Identify Opp,1. Identify Opp,608,0.0,0
314802,2025-11-28,1. Identify Opp,1. Identify Opp,636,0.0,0
314802,2026-01-05,1. Identify Opp,1. Identify Opp,674,1.0,0
314802,2026-01-30,1. Identify Opp,1. Identify Opp,699,0.0,0
314802,2026-02-27,1. Identify Opp,1. Identify Opp,727,0.0,0
314802,2026-04-10,1. Identify Opp,1. Identify Opp,769,0.0,0
315963,2023-04-08,2. Qualify Opp,2. Qualify Opp,0,0.0,0
315963,2023-05-06,2. Qualify Opp,2. Qualify Opp,28,0.0,0
315963,2023-06-03,2. Qualify Opp,2. Qualify Opp,56,0.0,0
315963,2023-07-08,2. Qualify Opp,2. Qualify Opp,91,0.0,0
315963,2023-08-05,2. Qualify Opp,7. Abandoned,119,0.0,0
318920,2022-06-04,2. Qualify Opp,7. Abandoned,0,0.0,0
327517,2022-06-04,1. Identify Opp,1. Identify Opp,0,0.0,0
327517,2022-07-09,1. Identify Opp,1. Identify Opp,35,0.0,0
327517,2022-08-06,1. Identify Opp,1. Identify Opp,63,0.0,0
327517,2022-09-03,1. Identify Opp,1. Identify Opp,91,0.0,0
327517,2022-10-08,1. Identify Opp,1. Identify Opp,126,0.0,0
327517,2022-11-05,1. Identify Opp,1. Identify Opp,154,0.0,0
327517,2022-12-03,1. Identify Opp,1. Identify Opp,182,0.0,0
327517,2023-01-07,1. Identify Opp,7. Abandoned,217,0.0,0
328443,2022-06-04,2. Qualify Opp,2. Qualify Opp,0,0.0,0
328443,2022-07-09,2. Qualify Opp,2. Qualify Opp,35,0.0,0
328443,2022-08-06,2. Qualify Opp,2. Qualify Opp,63,0.0,0
